State,ConstituentCode,AgeBlock,Gender,Marital status,activeDoner
MN,Alumni ,51-60,Female,Married,0
MN,Parent ,0-0,Female,,0
MN,Alumni ,51-60,Female,,0
WI,Former Parent ,0-0,Female,Married,0
,Alumni ,0-0,Unknown,,0
,Alumni ,0-0,Female,,0
MN,Friend ,0-0,Male,Married,1
MN,Alumni ,41-50,Female,Married,0
WI,Alumni ,41-50,Female,Single,1
WI,Alumni ,31-40,Female,,0
IN,Alumni ,71-80,Male,Married,0
,Attended Didn't Graduate ,21-30,Male,,0
,Students ,0-20,Unknown,,0
WI,Alumni ,31-40,Male,Single,0
,Attended Didn't Graduate ,21-30,Female,,0
,Students ,21-30,Unknown,,0
WI,Alumni ,41-50,Male,Single,0
WI,Attended Didn't Graduate ,21-30,Male,,1
WI,Alumni ,51-60,Female,Married,1
MN,Alumni ,51-60,Female,,1
,Students ,21-30,Female,,0
,Attended Didn't Graduate ,41-50,Unknown,,0
,Parent ,0-0,Unknown,Married,0
OR,Alumni ,0-0,Male,Married,0
OH,Alumni ,0-0,Male,,0
WI,Alumni ,0-0,Male,Married,1
WI,Alumni ,0-0,Male,Married,1
WI,Alumni ,0-0,Male,,0
NY,Alumni ,0-0,Male,,0
WI,Alumni ,61-70,Male,,0
IA,Alumni ,0-0,Male,,0
WI,Parent ,0-0,Male,Married,0
MN,Alumni ,51-60,Male,Single,0
WI,Alumni ,41-50,Female,Married,0
WI,Alumni ,41-50,Female,Single,0
CO,Alumni ,41-50,Female,Single,0
MN,Alumni ,31-40,Female,Married,0
MN,Alumni ,21-30,Female,,1
MN,Parent ,0-0,Unknown,Married,0
TX,Former Parent ,0-0,Female,,0
WI,Alumni ,71-80,Female,Married,1
WI,Alumni ,0-0,Female,Married,1
MN,Parent ,0-0,Unknown,,0
,Students ,21-30,Female,,0
MN,Alumni ,51-60,Male,,1
WI,Alumni ,41-50,Male,Single,0
MN,Former Parent ,0-0,Male,,0
WI,Retired Faculty/Staff ,0-0,Male,Divorced,1
,Students ,21-30,Female,,0
IA,Parent ,0-0,Male,Married,0
,Former Faculty & Staff ,0-0,Female,,0
WI,Alumni ,0-0,Female,Married,0
CA,Alumni ,61-70,Male,,1
MN,Alumni ,21-30,Male,,0
TN,Alumni ,51-60,Male,Married,1
MN,Parent ,0-0,Male,Married,0
WI,Alumni ,71-80,Male,Married,0
MN,Alumni ,31-40,Female,Single,0
WI,Alumni ,31-40,Female,Single,0
MN,Alumni ,41-50,Female,Single,0
WI,Alumni ,41-50,Female,,0
MN,Alumni ,41-50,Female,,0
,Students ,0-0,Female,,0
FL,Attended Didn't Graduate ,0-0,Male,,0
WI,Alumni ,41-50,Male,Married,0
WI,Friend ,0-0,Male,,0
MN,Friend ,0-0,Female,Married,1
AZ,Alumni ,0-0,Male,Married,1
CA,Friend ,0-0,Unknown,,1
MN,Alumni ,41-50,Male,,0
WI,Alumni ,0-0,Female,,0
MN,Alumni ,0-0,Female,,0
WI,Alumni ,51-60,Female,Married,0
WI,Friend ,0-0,Unknown,,1
,Alumni ,0-0,Unknown,,0
MN,Friend ,0-0,Female,,0
WI,Parent ,0-0,Female,Divorced,1
MN,Retired Faculty/Staff ,0-0,Female,Married,1
MN,Parent ,0-0,Male,,0
WI,Alumni ,71-80,Male,Married,1
WI,Alumni ,71-80,Male,Married,1
FL,Former Parent ,0-0,Male,Married,0
,Attended Didn't Graduate ,0-0,Male,,0
MN,Parent ,0-0,Male,Married,0
MN,Former Parent ,0-0,Unknown,Married,0
,Attended Didn't Graduate ,0-0,Male,,0
WI,Alumni ,0-0,Male,,1
MN,Attended Didn't Graduate ,0-0,Male,,0
WI,Friend ,0-0,Male,,0
WI,Parent ,0-0,Male,Married,0
,Students ,0-20,Male,,0
TX,Alumni ,61-70,Male,Married,0
MN,Alumni ,0-0,Unknown,,0
,Students ,0-20,Female,,0
,Students ,0-20,Male,,0
WI,Attended Didn't Graduate ,0-0,Male,,0
WI,Alumni ,41-50,Male,Unknown,1
WI,Alumni ,61-70,Female,Married,1
MN,Alumni ,51-60,Female,,0
,Alumni ,0-0,Unknown,,0
MN,Alumni ,Over 80,Female,Married,1
TX,Alumni ,Over 80,Female,Married,0
FL,Alumni ,71-80,Female,Widowed,0
WI,Alumni ,31-40,Female,,0
WI,Friend ,0-0,Unknown,,1
MN,Alumni ,41-50,Female,Widowed,0
WI,Alumni ,51-60,Female,Married,0
KY,Alumni ,41-50,Female,Single,0
WI,Alumni ,41-50,Female,Single,0
WI,Alumni ,61-70,Female,Married,1
MN,Alumni ,51-60,Female,,1
MN,Alumni ,0-0,Female,,0
WI,Parent ,0-0,Unknown,Married,0
,Attended Didn't Graduate ,0-0,Female,,0
WI,Alumni ,21-30,Female,,0
,Attended Didn't Graduate ,21-30,Female,,0
MN,Alumni ,41-50,Female,Single,0
WI,Alumni ,61-70,Female,Married,1
MN,Alumni ,71-80,Female,Married,0
MN,Alumni ,71-80,Female,Married,0
WI,Parent ,0-0,Female,,0
WI,Alumni ,51-60,Female,,0
MN,Parent ,0-0,Unknown,Married,0
MN,Parent ,0-0,Unknown,,0
WI,Parent ,0-0,Female,,1
MN,Alumni ,0-0,Female,,0
WI,Alumni ,0-0,Female,,0
MN,Alumni ,51-60,Female,Married,0
WI,Alumni ,41-50,Female,Single,0
MN,Alumni ,41-50,Female,Single,1
WI,Friend ,0-0,Female,,1
WI,Friend ,0-0,Female,,0
MN,Friend ,0-0,Unknown,,0
,Attended Didn't Graduate ,41-50,Female,,0
,Attended Didn't Graduate ,0-0,Female,,0
WI,Parent ,0-0,Female,Unknown,0
WI,Alumni ,21-30,Female,,0
MN,Parent ,0-0,Unknown,Married,0
MN,Friend ,0-0,Male,Married,1
WI,Alumni ,41-50,Male,Single,0
MN,Alumni ,31-40,Unknown,,0
MN,Alumni ,61-70,Female,,0
SD,Parent ,0-0,Unknown,,0
WI,Alumni ,21-30,Female,,0
MN,Alumni ,31-40,Female,Single,0
MN,Alumni ,31-40,Female,Single,0
,Students ,21-30,Female,,0
WA,Friend ,0-0,Male,Married,1
GA,Alumni ,0-0,Male,Married,1
WI,Attended Didn't Graduate ,Over 80,Male,,0
,Attended Didn't Graduate ,0-0,Female,,0
WI,Alumni ,31-40,Male,Single,0
MN,Alumni ,51-60,Male,,0
MN,Alumni ,51-60,Male,,0
IA,Former Parent ,0-0,Unknown,,0
,Students ,21-30,Male,,0
NV,Alumni ,61-70,Male,,0
MN,Alumni ,21-30,Female,,0
MN,Friend ,0-0,Unknown,,1
MN,Parent ,0-0,Unknown,Married,0
,Attended Didn't Graduate ,0-0,Female,,0
MN,Alumni ,21-30,Female,,0
AR,Alumni ,61-70,Female,Married,1
MN,Alumni ,61-70,Female,,0
MN,Alumni ,0-0,Female,,1
WI,Alumni ,71-80,Female,Married,0
MN,Alumni ,41-50,Female,Single,0
,Students ,41-50,Unknown,,0
WI,Alumni ,31-40,Male,,0
WI,Alumni ,0-0,Male,,0
WI,Alumni ,0-0,Unknown,,0
MN,Alumni ,31-40,Unknown,,0
WI,Alumni ,41-50,Female,Single,0
WI,Alumni ,0-0,Female,Married,0
WI,Alumni ,61-70,Female,,1
,Attended Didn't Graduate ,41-50,Female,,0
MN,Alumni ,0-0,Unknown,,0
WI,Alumni ,51-60,Female,Single,0
MN,Alumni ,51-60,Female,,0
,Students ,61-70,Unknown,,0
WI,Alumni ,0-0,Male,Married,1
WI,Friend ,0-0,Male,,0
MN,Friend ,0-0,Male,,1
,Alumni ,0-0,Unknown,,0
MN,Alumni ,0-0,Female,,0
WI,Friend ,0-0,Unknown,,0
MN,Alumni ,61-70,Male,,1
MN,Parent ,0-0,Unknown,,0
MN,Friend ,0-0,Unknown,Married,1
,Attended Didn't Graduate ,51-60,Unknown,,0
WI,Parent ,0-0,Female,,0
MN,Alumni ,61-70,Female,Married,0
,Alumni ,0-0,Unknown,,0
MN,Alumni ,71-80,Female,Married,0
NC,Alumni ,61-70,Female,Married,0
WI,Alumni ,61-70,Female,Married,1
MN,Parent ,0-0,Female,Married,0
,Alumni ,0-0,Unknown,,0
WI,Alumni ,Over 80,Female,Married,1
,Alumni ,0-0,Female,,0
,Attended Didn't Graduate ,21-30,Female,,0
TX,Alumni ,0-0,Male,,0
MI,Attended Didn't Graduate ,0-0,Male,Married,0
WI,Alumni ,0-0,Male,,1
MA,Alumni ,0-0,Female,,0
WI,Alumni ,41-50,Female,Married,0
WI,Friend ,0-0,Female,Married,1
WI,Alumni ,0-0,Female,,0
MN,Parent ,0-0,Female,Married,0
,Students ,21-30,Unknown,,0
MN,Alumni ,31-40,Female,,0
,Students ,21-30,Unknown,,0
,Students ,0-20,Female,,0
,Students ,21-30,Unknown,,0
MN,Alumni ,21-30,Female,,0
UT,Alumni ,Over 80,Female,Widowed,1
MN,Alumni ,31-40,Female,Married,1
MN,Alumni ,0-0,Unknown,,0
MN,Alumni ,41-50,Female,Single,0
WI,Alumni ,61-70,Female,Married,1
WI,Alumni ,0-0,Female,,0
WI,Alumni ,0-0,Female,,0
MN,Alumni ,21-30,Unknown,,0
WI,Alumni ,0-0,Female,,0
WI,Friend ,0-0,Female,,1
MN,Alumni ,71-80,Female,Married,0
WI,Alumni ,0-0,Female,Married,1
WI,Alumni ,0-0,Male,Married,1
UT,Alumni ,0-0,Male,Married,1
AP,Alumni ,0-0,Male,,0
MN,Alumni ,51-60,Male,,0
MN,Alumni ,51-60,Male,,0
OK,Friend ,0-0,Male,Married,0
WI,Friend ,0-0,Male,,1
OK,Friend ,0-0,Male,Married,0
WI,Alumni ,41-50,Male,,0
MN,Friend ,0-0,Female,,1
IL,Friend ,0-0,Female,,0
,Parent ,0-0,Female,,0
IL,Retired Faculty/Staff ,0-0,Male,Married,0
CO,Alumni ,0-0,Male,,0
MN,Alumni ,0-0,Female,Married,1
WI,Alumni ,71-80,Female,Married,1
,Students ,21-30,Female,,0
,Faculty/Staff ,0-0,Unknown,,0
,Students ,21-30,Male,,0
WI,Parent ,0-0,Male,Married,0
MN,Alumni ,41-50,Male,,0
MN,Alumni ,31-40,Male,Single,0
,Attended Didn't Graduate ,21-30,Female,,0
WI,Alumni ,51-60,Female,,0
WI,Alumni ,0-0,Female,Widowed,1
MN,Alumni ,41-50,Female,Married,0
MN,Alumni ,41-50,Female,Single,0
MN,Alumni ,21-30,Female,,0
WI,Parent ,0-0,Female,,0
MN,Alumni ,31-40,Female,,0
MN,Alumni ,31-40,Female,,0
MN,Former Parent ,0-0,Female,Married,0
MN,Alumni ,31-40,Female,Single,0
,Attended Didn't Graduate ,21-30,Unknown,,0
FL,Alumni ,61-70,Male,Married,0
WI,Alumni ,51-60,Male,,0
WA,Alumni ,61-70,Male,,1
WI,Friend ,0-0,Male,Married,0
WI,Attended Didn't Graduate ,0-0,Male,,0
WI,Alumni ,61-70,Male,Single,0
WI,Friend ,0-0,Male,Married,1
WI,Parent ,0-0,Male,Married,0
MN,Parent ,0-0,Unknown,,0
WI,Alumni ,51-60,Female,,1
MN,Parent ,0-0,Male,Married,0
MN,Alumni ,0-0,Female,,0
MN,Alumni ,0-0,Male,,0
WI,Friend ,0-0,Unknown,,1
AK,Alumni ,0-0,Male,,0
WI,Alumni ,21-30,Female,,0
WI,Parent ,0-0,Male,Married,0
MN,Parent ,0-0,Male,Married,0
FL,Alumni ,21-30,Female,,0
WI,Alumni ,31-40,Female,,0
,Alumni ,0-0,Unknown,,0
,Attended Didn't Graduate ,0-0,Female,,0
MN,Alumni ,31-40,Unknown,,0
WI,Former Parent ,0-0,Male,Married,0
MN,Alumni ,41-50,Female,,0
,Alumni ,0-0,Unknown,,0
WI,Alumni ,0-0,Female,Married,1
WI,Alumni ,41-50,Female,,0
,Faculty/Staff ,0-0,Female,,0
,Attended Didn't Graduate ,31-40,Female,,0
MN,Alumni ,51-60,Male,,0
MN,Parent ,0-0,Unknown,Married,0
,Alumni ,0-0,Male,,0
IA,Attended Didn't Graduate ,0-0,Male,,0
,Students ,21-30,Unknown,,0
MS,Alumni ,0-0,Male,,0
,Students ,21-30,Unknown,,0
,Students ,21-30,Female,,0
MN,Alumni ,0-0,Female,,0
WI,Alumni ,61-70,Female,Married,0
AZ,Alumni ,0-0,Female,Married,1
WI,Alumni ,61-70,Female,Married,0
MN,Friend ,0-0,Male,Married,1
MN,Friend ,0-0,Female,Married,1
FL,Parent ,0-0,Male,Married,0
MN,Attended Didn't Graduate ,0-0,Male,,0
WI,Alumni ,61-70,Male,,0
MD,Alumni ,61-70,Male,,1
MN,Friend ,0-0,Male,Married,0
MN,Parent ,0-0,Male,,0
MN,Friend ,0-0,Male,Married,1
MN,Alumni ,41-50,Male,Married,0
WI,Parent ,0-0,Female,Married,0
WI,Alumni ,0-0,Female,,0
MN,Alumni ,Over 80,Female,Married,0
WI,Former Parent ,0-0,Female,,0
MN,Alumni ,Over 80,Female,Married,0
WI,Alumni ,41-50,Female,,0
MN,Alumni ,51-60,Female,,0
MN,Alumni ,41-50,Female,Married,1
MN,Alumni ,21-30,Female,,0
WI,Friend ,0-0,Unknown,,0
WI,Alumni ,0-0,Female,,0
AR,Friend ,0-0,Unknown,,0
WI,Parent ,0-0,Male,Married,0
TX,Alumni ,0-0,Male,Married,0
MN,Alumni ,41-50,Unknown,,0
,Alumni ,0-0,Male,,0
OK,Friend ,0-0,Male,Married,1
MN,Alumni ,41-50,Female,,0
WI,Parent ,0-0,Female,,0
,Students ,21-30,Male,,0
MN,Friend ,0-0,Unknown,,1
,Attended Didn't Graduate ,0-0,Female,,0
,Attended Didn't Graduate ,21-30,Unknown,,0
WI,Friend ,0-0,Male,Married,0
WI,Alumni ,0-0,Male,,0
NE,Friend ,0-0,Male,,0
WI,Alumni ,41-50,Male,,0
WI,Alumni ,0-0,Male,Married,0
,Alumni ,0-0,Male,,0
WI,Alumni ,71-80,Male,,0
MN,Friend ,0-0,Male,Married,1
,Students ,21-30,Male,,0
,Friend ,0-0,Unknown,,1
WI,Friend ,0-0,Unknown,,1
MN,Friend ,0-0,Unknown,,1
MN,Alumni ,61-70,Female,,1
WI,Alumni ,0-0,Female,,0
WI,Alumni ,0-0,Female,Married,0
WI,Alumni ,0-0,Male,,1
WI,Alumni ,71-80,Male,Married,0
GA,Alumni ,0-0,Male,,0
WI,Alumni ,0-0,Male,Married,0
MN,Alumni ,61-70,Male,Single,0
AZ,Alumni ,61-70,Male,Married,0
WI,Attended Didn't Graduate ,0-0,Male,,0
WI,Alumni ,0-0,Male,Married,0
MN,Friend ,0-0,Male,Married,1
WI,Former Parent ,0-0,Male,Married,1
WI,Alumni ,0-0,Male,,0
MN,Parent ,0-0,Male,Married,0
WI,Attended Didn't Graduate ,71-80,Female,Married,0
FL,Alumni ,71-80,Female,Married,1
MN,Alumni ,51-60,Female,,0
MN,Alumni ,71-80,Male,Married,0
MN,Former Parent ,0-0,Male,Married,0
MN,Parent ,0-0,Male,,1
MN,Friend ,0-0,Male,Married,1
MN,Parent ,0-0,Male,Married,0
WI,Friend ,0-0,Male,Married,1
MN,Alumni ,Over 80,Male,Married,0
WI,Alumni ,0-0,Male,,0
MN,Alumni ,0-0,Male,Married,0
,Alumni ,0-0,Unknown,,0
MN,Alumni ,0-0,Male,,0
WI,Attended Didn't Graduate ,0-0,Female,,0
,Attended Didn't Graduate ,21-30,Male,,0
WI,Alumni ,0-0,Unknown,,0
,Attended Didn't Graduate ,41-50,Unknown,,0
MN,Alumni ,31-40,Female,Married,0
,Students ,41-50,Male,,0
IL,Friend ,0-0,Female,Married,1
WI,Alumni ,51-60,Female,Married,1
WI,Alumni ,61-70,Female,,0
MN,Alumni ,0-0,Female,Married,0
WI,Alumni ,71-80,Female,Married,0
WI,Alumni ,0-0,Female,,0
IN,Alumni ,0-0,Female,Married,0
WI,Former Parent ,0-0,Unknown,,0
,Students ,21-30,Unknown,,0
,Attended Didn't Graduate ,41-50,Female,,0
WI,Alumni ,41-50,Female,,0
MN,Alumni ,31-40,Female,,0
MN,Parent ,0-0,Female,Married,0
IA,Friend ,0-0,Female,,0
WI,Friend ,0-0,Male,Married,1
MN,Parent ,0-0,Male,Married,0
,Friend ,0-0,Unknown,,1
WI,Alumni ,61-70,Male,Married,0
WI,Alumni ,51-60,Male,Married,0
CA,Alumni ,71-80,Male,Married,1
VA,Alumni ,61-70,Male,Married,0
MN,Alumni ,51-60,Male,,0
WI,Alumni ,41-50,Male,Married,0
TX,Alumni ,71-80,Female,,0
WI,Parent ,0-0,Unknown,,0
,Attended Didn't Graduate ,21-30,Male,,0
WI,Alumni ,21-30,Female,Married,0
,Students ,21-30,Female,,0
WI,Friend ,0-0,Male,,1
WI,Alumni ,51-60,Female,,0
MN,Alumni ,0-0,Female,,0
MN,Alumni ,71-80,Female,,1
WI,Attended Didn't Graduate ,0-0,Female,,0
WI,Alumni ,0-0,Female,Married,0
MN,Alumni ,21-30,Female,,0
AZ,Alumni ,51-60,Female,Married,1
,Attended Didn't Graduate ,0-0,Female,,0
MN,Parent ,0-0,Female,,0
MN,Alumni ,51-60,Female,,0
MN,Alumni ,31-40,Female,Single,0
WI,Alumni ,71-80,Male,Married,1
WI,Attended Didn't Graduate ,0-0,Male,,0
MN,Parent ,0-0,Male,Married,1
MN,Alumni ,41-50,Male,Single,0
MN,Parent ,0-0,Male,Married,0
MN,Parent ,0-0,Male,Married,0
,Former Parent ,0-0,Unknown,Married,0
MN,Parent ,0-0,Male,Married,0
WI,Parent ,0-0,Male,Married,0
MN,Attended Didn't Graduate ,0-0,Male,Married,1
MN,Alumni ,0-0,Male,,0
OH,Alumni ,61-70,Male,Married,1
WI,Alumni ,51-60,Male,Married,0
MN,Friend ,0-0,Male,Married,1
TN,Alumni ,51-60,Female,Married,1
NM,Alumni ,Over 80,Female,,1
MN,Alumni ,0-0,Female,,0
WI,Alumni ,51-60,Female,Divorced,0
MI,Alumni ,0-0,Female,Married,0
MN,Alumni ,61-70,Female,,0
WI,Alumni ,61-70,Female,,0
WI,Alumni ,21-30,Female,,0
WI,Alumni ,0-0,Female,,0
,Alumni ,31-40,Female,Single,0
MN,Alumni ,41-50,Female,Married,0
WI,Alumni ,0-0,Female,Married,0
MN,Alumni ,61-70,Female,Married,0
WI,Alumni ,51-60,Female,Married,0
WI,Alumni ,41-50,Female,Married,0
,Attended Didn't Graduate ,0-0,Unknown,,0
WI,Alumni ,21-30,Female,,0
,Faculty/Staff ,0-0,Unknown,,0
MN,Alumni ,21-30,Male,,0
MN,Parent ,0-0,Unknown,Married,0
WI,Alumni ,61-70,Male,,1
CA,Alumni ,51-60,Female,Married,0
MN,Parent ,0-0,Male,Married,0
WI,Alumni ,31-40,Male,Single,0
WI,Parent ,0-0,Unknown,,0
WI,Parent ,0-0,Male,Married,0
WI,Alumni ,41-50,Male,,0
WI,Alumni ,31-40,Female,,0
MN,Parent ,0-0,Female,,0
WI,Alumni ,21-30,Female,,0
MN,Friend ,0-0,Male,Married,1
WI,Parent ,0-0,Unknown,Married,0
WI,Alumni ,51-60,Male,Married,0
AR,Alumni ,0-0,Male,Married,1
MN,Parent ,0-0,Unknown,,0
WI,Alumni ,0-0,Female,,0
MN,Friend ,61-70,Male,Married,1
MN,Alumni ,0-0,Male,Married,0
WI,Alumni ,51-60,Male,Married,0
WI,Friend ,0-0,Male,,0
,Faculty/Staff ,0-0,Unknown,,0
MN,Friend ,0-0,Female,,1
MN,Friend ,0-0,Female,,1
WI,Parent ,0-0,Unknown,,0
MN,Alumni ,41-50,Male,Married,0
WI,Alumni ,21-30,Male,,0
,Students ,21-30,Male,,0
,Attended Didn't Graduate ,0-0,Female,,0
MN,Parent ,0-0,Female,Married,0
WI,Parent ,0-0,Unknown,,0
WI,Alumni ,0-0,Male,Married,1
MN,Alumni ,41-50,Female,Single,0
MN,Alumni ,41-50,Male,Married,0
MN,Alumni ,0-0,Male,Married,1
MN,Parent ,0-0,Male,Married,0
NC,Attended Didn't Graduate ,0-0,Unknown,,0
WI,Attended Didn't Graduate ,0-0,Male,,0
WI,Alumni ,0-0,Male,,1
WI,Alumni ,0-0,Male,Married,1
MN,Alumni ,0-0,Male,Married,1
WI,Alumni ,51-60,Male,,0
CA,Alumni ,0-0,Male,Married,0
MN,Friend ,0-0,Male,Married,1
MN,Parent ,0-0,Unknown,Married,0
MN,Alumni ,41-50,Male,Single,0
MN,Attended Didn't Graduate ,21-30,Male,,0
,Attended Didn't Graduate ,21-30,Female,,0
MN,Business ,0-0,,,1
MN,Business ,0-0,,,0
MN,Friend ,0-0,Female,Married,1
MN,Alumni ,41-50,Female,Married,0
WI,Other Organizations ,0-0,,,0
WI,Business ,0-0,,,0
MN,Business ,0-0,,,1
WI,Alumni ,0-0,Unknown,Married,0
WI,Alumni ,61-70,Female,Married,1
MN,Alumni ,0-0,Female,Married,1
MI,Alumni ,0-0,Female,,0
WI,Alumni ,51-60,Female,,0
MN,Alumni ,0-0,Male,,1
WI,Friend ,0-0,Female,,0
WI,Parent ,0-0,Male,Married,1
WI,Alumni ,21-30,Unknown,,0
,Attended Didn't Graduate ,0-0,Male,,0
WI,Alumni ,0-0,Female,Married,0
WI,Alumni ,41-50,Male,Single,0
,Students ,31-40,Unknown,,0
MN,Alumni ,71-80,Male,Married,1
CA,Alumni ,71-80,Male,Married,1
WI,Alumni ,0-0,Male,,0
NV,Alumni ,41-50,Male,,0
MN,Parent ,0-0,Unknown,Married,0
,Alumni ,71-80,Male,Married,0
WI,Friend ,0-0,Female,,1
WI,Attended Didn't Graduate ,0-0,Female,,0
,Alumni ,0-0,Male,,0
MN,Alumni ,31-40,Female,Single,0
MN,Alumni ,41-50,Female,Married,0
UT,Friend ,0-0,Male,,1
MN,Attended Didn't Graduate ,31-40,Unknown,,0
,Students ,21-30,Female,,0
MN,Alumni ,41-50,Male,Married,0
WI,Alumni ,31-40,Male,Single,0
,Students ,31-40,Female,,0
,Attended Didn't Graduate ,0-0,Male,,0
WI,Alumni ,0-0,Male,Married,1
WI,Attended Didn't Graduate ,0-0,Female,,0
WI,Former Faculty & Staff ,0-0,Male,,0
WI,Friend ,0-0,Male,,0
MN,Alumni ,0-0,Male,Married,0
WI,Alumni ,31-40,Female,,0
MN,Parent ,0-0,Male,Married,0
MN,Alumni ,21-30,Male,,0
WI,Alumni ,71-80,Male,Married,0
WI,Attended Didn't Graduate ,41-50,Unknown,,0
WI,Former Parent ,0-0,Unknown,Married,0
,Students ,0-20,Unknown,,0
WI,Parent ,0-0,Unknown,Married,0
,Students ,0-20,Female,,0
MN,Parent ,0-0,Male,Married,1
WI,Friend ,0-0,Male,,1
MN,Friend ,0-0,Female,,1
,Students ,31-40,Female,,0
WI,Alumni ,71-80,Male,Married,0
MN,Alumni ,41-50,Male,Single,0
HI,Alumni ,41-50,Female,,0
WI,Alumni ,31-40,Female,,0
WI,Alumni ,41-50,Female,Single,0
WI,Alumni ,0-0,Male,Widowed,0
,Attended Didn't Graduate ,31-40,Unknown,,0
,Alumni ,0-0,Unknown,,0
FL,Alumni ,0-0,Male,,0
WI,Alumni ,41-50,Male,Single,0
,Attended Didn't Graduate ,31-40,Female,,0
WI,Alumni ,21-30,Male,,0
MS,Alumni ,41-50,Female,,0
,Students ,21-30,Female,,0
,Students ,21-30,Male,,0
WI,Alumni ,71-80,Female,Married,0
PA,Alumni ,0-0,Female,,0
,Alumni ,0-0,Female,,0
WI,Faculty/Staff ,0-0,Male,Married,1
MN,Parent ,0-0,Male,,0
,Attended Didn't Graduate ,31-40,Female,,0
WI,Parent ,0-0,Female,,0
,Students ,21-30,Female,,0
MN,Former Parent ,0-0,Male,,0
MN,Former Parent ,0-0,Female,,0
MN,Alumni ,31-40,Unknown,,0
WI,Attended Didn't Graduate ,21-30,Unknown,,0
,Attended Didn't Graduate ,21-30,Female,,0
,Students ,21-30,Unknown,,0
MN,Parent ,0-0,Male,,0
WI,Parent ,0-0,Unknown,Married,0
MN,Parent ,0-0,Male,Married,0
FL,Attended Didn't Graduate ,0-0,Male,,0
,Attended Didn't Graduate ,41-50,Female,,0
,Students ,0-20,Female,,0
,Alumni ,0-0,Unknown,,0
MN,Alumni ,21-30,Male,,0
WI,Alumni ,21-30,Female,,0
MN,Alumni ,41-50,Male,Single,0
MN,Friend ,0-0,Male,Married,0
,Students ,0-20,Female,,0
WI,Alumni ,51-60,Male,Single,0
WI,Parent ,0-0,Female,,0
MI,Alumni ,0-0,Male,,0
WI,Parent ,0-0,Male,,0
CA,Attended Didn't Graduate ,0-0,Female,Married,0
WI,Alumni ,51-60,Male,Single,0
WI,Former Parent ,0-0,Unknown,,0
NV,Alumni ,51-60,Female,,0
WI,Parent ,0-0,Unknown,,0
MN,Friend ,0-0,Female,Married,1
WI,Parent ,0-0,Unknown,Married,0
MN,Alumni ,51-60,Female,Married,0
WI,Alumni ,61-70,Female,Married,0
MN,Alumni ,31-40,Female,Single,0
WI,Alumni ,21-30,Female,,0
,Students ,21-30,Unknown,,0
WI,Students ,51-60,Female,,0
,Alumni ,0-0,Unknown,,0
SC,Alumni ,0-0,Female,Married,1
WI,Parent ,0-0,Female,Married,0
WI,Alumni ,0-0,Male,,0
,Attended Didn't Graduate ,0-0,Male,,0
,Alumni ,0-0,Female,,0
MN,Alumni ,51-60,Female,Married,1
,Alumni ,0-0,Unknown,,0
,Students ,31-40,Male,,0
,Attended Didn't Graduate ,0-0,Female,,0
CA,Friend ,0-0,Female,,0
,Attended Didn't Graduate ,21-30,Male,,0
MN,Memorial Donor ,0-0,Female,Married,1
MN,Alumni ,61-70,Female,Married,0
MN,Friend ,0-0,Female,Married,1
NC,Alumni ,0-0,Male,,0
MN,Alumni ,41-50,Male,,0
,Former Faculty & Staff ,0-0,Unknown,,0
IL,Alumni ,51-60,Female,,0
FL,Alumni ,0-0,Male,,0
MN,Friend ,0-0,Male,Married,1
,Students ,0-20,Female,,0
MN,Alumni ,0-0,Female,,0
WI,Alumni ,21-30,Female,,0
,Alumni ,0-0,Unknown,,0
CA,Alumni ,0-0,Male,,1
WI,Alumni ,0-0,Male,,1
WI,Alumni ,Over 80,Male,Married,0
FL,Alumni ,Over 80,Male,,1
MN,Alumni ,41-50,Male,Single,0
WI,Parent ,0-0,Male,Married,0
MN,Alumni ,51-60,Male,,0
IL,Friend ,0-0,Male,,0
WI,Alumni ,41-50,Female,Married,0
WI,Alumni ,41-50,Female,,0
,Attended Didn't Graduate ,21-30,Unknown,,0
MN,Alumni ,21-30,Male,,0
MN,Former Parent ,0-0,Female,,0
MT,Attended Didn't Graduate ,41-50,Unknown,,0
WI,Alumni ,21-30,Unknown,,0
IA,Parent ,0-0,Unknown,,0
WI,Friend ,0-0,Unknown,,1
MI,Alumni ,31-40,Female,,0
WI,Former Parent ,0-0,Male,Married,0
WI,Parent ,0-0,Female,Married,0
WI,Former Faculty & Staff ,0-0,Male,Married,1
MN,Parent ,0-0,Male,Married,0
,Faculty/Staff ,0-0,Female,,0
TX,Alumni ,0-0,Female,Married,1
,Former Faculty & Staff ,0-0,Female,,0
CA,Friend ,0-0,Unknown,,1
WI,Former Parent ,0-0,Male,Married,0
WI,Alumni ,71-80,Female,,0
WI,Former Parent ,0-0,Female,Married,0
,Attended Didn't Graduate ,0-0,Female,,0
WI,Friend ,0-0,Female,,0
,Faculty/Staff ,0-0,Unknown,,0
IL,Alumni ,0-0,Male,Married,0
PA,Alumni ,51-60,Male,Married,0
WI,Former Parent ,0-0,Female,Married,0
WI,Former Parent ,0-0,Male,Married,0
,Attended Didn't Graduate ,0-0,Female,,0
MI,Parent ,0-0,Male,Married,0
,Students ,21-30,Female,,0
WI,Alumni ,41-50,Female,,0
WI,Alumni ,41-50,Female,,0
MN,Alumni ,31-40,Female,,0
MN,Friend ,0-0,Female,,0
WI,Alumni ,41-50,Female,Married,0
